"","sample_name","sample_title","bioproject_accession","organism","collection_date","depth","elev","env_broad_scale","env_local_scale","env_medium","geo_loc_name","lat_long","agrochem_addition","Replicate"
"193","HLB-A4-LM-4_16S","166_S166","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"194","HLB-A5-FH-4_16S","169_S169","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"198","HLB-C-FH-4A_16S","165_S165","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  4A: amplicon 16S V4-V5"
"200","HLB-A6-FH-3_16S","163_S163","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"202","HLB-A6-LM-3_16S","162_S162","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"203","HLB-A5-FH-3_16S","161_S161","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"208","SRD-A1-LFH-3_16S","15_S15","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"210","HLB-A5-LM-3_16S","160_S160","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"212","HLB-C-LM-3_16S","156_S156","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  3: amplicon 16S V4-V5"
"213","HLB-A4-LM-3_16S","158_S158","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"214","HLB-A4-FH-3_16S","159_S159","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"217","HLB-C-FH-3_16S","157_S157","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  3: amplicon 16S V4-V5"
"218","HLB-A6-FH-2_16S","155_S155","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"219","HLB-A6-LM-2_16S","154_S154","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"221","HLB-A5-FH-2_16S","153_S153","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"225","HLB-A4-LM-2_16S","150_S150","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"226","HLB-A5-LM-2_16S","152_S152","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"227","HLB-A4-FH-2_16S","151_S151","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"228","HLB-C-FH-2_16S","149_S149","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  2: amplicon 16S V4-V5"
"229","HLB-C-LM-2_16S","148_S148","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  2: amplicon 16S V4-V5"
"233","SRD-C-MIN-3_16S","14_S14","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  3: amplicon 16S V4-V5"
"236","HLB-A6-FH-1_16S","147_S147","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"240","HLB-A5-FH-1_16S","145_S145","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"242","HLB-A6-LM-1_16S","146_S146","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"244","HLB-A5-LM-1_16S","144_S144","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"245","HLB-A4-LM-1_16S","142_S142","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"247","HLB-A4-FH-1_16S","143_S143","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"248","HLB-C-FH-1_16S","141_S141","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  1: amplicon 16S V4-V5"
"251","HLB-C-LM-1_16S","140_S140","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  1: amplicon 16S V4-V5"
"252","SRD-C-LFH-3_16S","13_S13","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  3: amplicon 16S V4-V5"
"255","ALS-A2-LFH-3_16S","139_S139","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"257","ALS-A2-LFH-2_16S","136_S136","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"258","ALS-A1-LFH-3_16S","138_S138","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"260","ALS-C-LFH-3_16S","137_S137","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","","replicate  3: amplicon 16S V4-V5"
"262","ALS-A1-LFH-2_16S","135_S135","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"263","ALS-A1-LFH-1_16S","132_S132","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"265","ALS-A2-LFH-1_16S","133_S133","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"267","ALS-C-LFH-1_16S","131_S131","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","","replicate  1: amplicon 16S V4-V5"
"270","SRD-A2-MIN-2_16S","12_S12","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"271","ALN-A2-LFH-3_16S","130_S130","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"274","ALN-A1-LFH-3_16S","129_S129","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"275","ALN-C-LFH-3_16S","128_S128","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","","replicate  3: amplicon 16S V4-V5"
"276","ALS-C-LFH-2_16S","134_S134","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","","replicate  2: amplicon 16S V4-V5"
"277","ALN-A2-LFH-2_16S","127_S127","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"279","ALN-A1-LFH-2_16S","126_S126","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"280","ALN-C-LFH-2_16S","125_S125","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","","replicate  2: amplicon 16S V4-V5"
"281","ALN-A2-LFH-1_16S","124_S124","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"287","MSK-A2-LFH-3_16S","120_S120","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","5 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"288","MSK-A2-MIN-3_16S","121_S121","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","5 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"290","ALN-A1-LFH-1_16S","123_S123","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"291","ALN-C-LFH-1_16S","122_S122","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","","replicate  1: amplicon 16S V4-V5"
"296","SRD-A2-LFH-2_16S","11_S11","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"297","MSK-A1-MIN-3_16S","119_S119","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"300","MSK-A1-LFH-3_16S","118_S118","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"301","MSK-C-MIN-3_16S","117_S117","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","","replicate  3: amplicon 16S V4-V5"
"302","MSK-C-LFH-3_16S","116_S116","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","","replicate  3: amplicon 16S V4-V5"
"304","MSK-A2-MIN-2_16S","115_S115","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","5 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"307","MSK-A1-LFH-2_16S","112_S112","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"308","MSK-A1-MIN-2_16S","113_S113","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"309","MSK-A2-LFH-2_16S","114_S114","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","5 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"312","MSK-C-LFH-2_16S","110_S110","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","","replicate  2: amplicon 16S V4-V5"
"314","MSK-C-MIN-2_16S","111_S111","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","","replicate  2: amplicon 16S V4-V5"
"316","SRD-A1-MIN-2_16S","10_S10","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"318","MSK-A2-MIN-1_16S","109_S109","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","5 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"320","MSK-A2-LFH-1_16S","108_S108","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","5 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"322","MSK-A1-MIN-1_16S","107_S107","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"323","MSK-A1-LFH-1_16S","106_S106","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"327","MSK-C-LFH-1_16S","104_S104","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","","replicate  1: amplicon 16S V4-V5"
"330","MSK-C-MIN-1_16S","105_S105","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","","replicate  1: amplicon 16S V4-V5"
"332","PLD-C-LFH-5_16S","102_S102","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  5: amplicon 16S V4-V5"
"334","PLD-A-LFH-5_16S","103_S103","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  5: amplicon 16S V4-V5"
"335","PLD-A-LFH-4_16S","101_S101","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  4: amplicon 16S V4-V5"
"337","PLD-C-LFH-4_16S","100_S100","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  4: amplicon 16S V4-V5"
"343","ILK-A1-FH-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-FH-1A_S9","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1A: amplicon 18S, ITS, BR5, F230"
"345","ILK-A1-FH-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-FH-1B_S10","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1B: amplicon 18S, ITS, BR5, F230"
"347","ILK-A1-FH-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-FH-2A_S33","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"349","ILK-A1-FH-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-FH-2B_S34","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
"351","ILK-A1-LM-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-LM-1A_S7","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1A: amplicon 18S, ITS, BR5, F230"
"353","ILK-A1-LM-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-LM-1B_S8","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1B: amplicon 18S, ITS, BR5, F230"
"355","ILK-A1-LM-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-LM-2A_S31","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"357","ILK-A1-LM-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-LM-2B_S32","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
